,fileName,genus,family,ownerInstitutionCode,old_scientificName,new_scientificName
4500,JFBM-FISH-0039005.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4501,JFBM-FISH-0046592.jpg,Cottus ,Cottidae,JFBM,Cottus beldingii,Cottus beldingii
4502,JFBM-FISH-0039296.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4503,JFBM-FISH-0046521.jpg,Cottus ,Cottidae,JFBM,Cottus beldingii,Cottus beldingii
4504,JFBM-FISH-0039315.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4505,JFBM-FISH-0046522.jpg,Cottus ,Cottidae,JFBM,Cottus beldingii,Cottus beldingii
4506,JFBM-FISH-0017091.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4507,JFBM-FISH-0039459.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4508,JFBM-FISH-0017727.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4509,JFBM-FISH-0039467.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4510,JFBM-FISH-0039485.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4511,JFBM-FISH-0041529.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4512,JFBM-FISH-0041599.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4513,JFBM-FISH-0041628.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4514,JFBM-FISH-0041650.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4515,JFBM-FISH-0040097.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4516,JFBM-FISH-0040115.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4517,JFBM-FISH-0040503.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4518,JFBM-FISH-0041691.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4519,JFBM-FISH-0017728.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4520,JFBM-FISH-0041784.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4521,JFBM-FISH-0041795.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4522,JFBM-FISH-0042122.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4523,JFBM-FISH-0040529.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4524,JFBM-FISH-0040544.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4525,JFBM-FISH-0040581.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4526,JFBM-FISH-0040980.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4527,JFBM-FISH-0017730.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4528,JFBM-FISH-0041002.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4529,JFBM-FISH-0041016.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4530,JFBM-FISH-0042186.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4531,JFBM-FISH-0042262.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4532,JFBM-FISH-0041048.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4533,JFBM-FISH-0017731.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4534,JFBM-FISH-0041135.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4535,JFBM-FISH-0042333.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4536,JFBM-FISH-0042350.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4537,JFBM-FISH-0041162.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4538,JFBM-FISH-0017734.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4539,JFBM-FISH-0041198.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4540,JFBM-FISH-0041410.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4541,JFBM-FISH-0041494.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4542,JFBM-FISH-0042437.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4543,JFBM-FISH-0042453.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4544,JFBM-FISH-0042631.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4545,JFBM-FISH-0042804.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4546,JFBM-FISH-0018457.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4547,JFBM-FISH-0042863.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4548,JFBM-FISH-0044485.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4549,JFBM-FISH-0044530.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4550,JFBM-FISH-0042886.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4551,JFBM-FISH-0020004.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4552,JFBM-FISH-0042987.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4553,JFBM-FISH-0044550.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4554,JFBM-FISH-0044573.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4555,JFBM-FISH-0043059.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4556,JFBM-FISH-0021961.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4557,JFBM-FISH-0043110.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4558,JFBM-FISH-0044592.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4559,JFBM-FISH-0044612.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4560,JFBM-FISH-0021986.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4561,JFBM-FISH-0044682.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4562,JFBM-FISH-0043290.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4563,JFBM-FISH-0043392.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4564,JFBM-FISH-0029347.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4565,JFBM-FISH-0043416.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4566,JFBM-FISH-0044068.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4567,JFBM-FISH-0044701.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4568,JFBM-FISH-0044720.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4569,JFBM-FISH-0044736.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4570,JFBM-FISH-0045017.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4571,JFBM-FISH-0045084.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4572,JFBM-FISH-0044310.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4573,JFBM-FISH-0044447.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4574,JFBM-FISH-0045118.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4575,JFBM-FISH-0030427.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4576,JFBM-FISH-0045264.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4577,JFBM-FISH-0045337.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4578,JFBM-FISH-0011194.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4579,JFBM-FISH-0011195.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4580,JFBM-FISH-0045374.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4581,JFBM-FISH-0030538.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4582,JFBM-FISH-0045400.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4583,JFBM-FISH-0045427.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4584,JFBM-FISH-0011197.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4585,JFBM-FISH-0011200.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4586,JFBM-FISH-0045476.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4587,JFBM-FISH-0034958.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4588,JFBM-FISH-0045648.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4589,JFBM-FISH-0011529.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4590,JFBM-FISH-0035097.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4591,JFBM-FISH-0011530.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4592,JFBM-FISH-0011531.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4593,JFBM-FISH-0012296.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4594,JFBM-FISH-0045934.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4595,JFBM-FISH-0045951.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4596,JFBM-FISH-0045966.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4597,JFBM-FISH-0009304.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4598,JFBM-FISH-0012603.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4599,JFBM-FISH-0035113.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4600,JFBM-FISH-0013326.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4601,JFBM-FISH-0013400.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4602,JFBM-FISH-0014074.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4603,JFBM-FISH-0014156.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4604,JFBM-FISH-0009306.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4605,JFBM-FISH-0010087.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4606,JFBM-FISH-0011191.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4607,JFBM-FISH-0011192.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4608,JFBM-FISH-0035134.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4609,JFBM-FISH-0020198.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4610,JFBM-FISH-0020408.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4611,JFBM-FISH-0014455.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4612,JFBM-FISH-0035288.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4613,JFBM-FISH-0014458.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4614,JFBM-FISH-0020789.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4615,JFBM-FISH-0020813.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4616,JFBM-FISH-0037593.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4617,JFBM-FISH-0020929.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4618,JFBM-FISH-0021298.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4619,JFBM-FISH-0021652.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4620,JFBM-FISH-0014461.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4621,JFBM-FISH-0014829.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4622,JFBM-FISH-0014830.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4623,JFBM-FISH-0021655.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4624,JFBM-FISH-0021657.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4625,JFBM-FISH-0014952.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4626,JFBM-FISH-0037660.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4627,JFBM-FISH-0014953.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4628,JFBM-FISH-0021849.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4629,JFBM-FISH-0022467.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4630,JFBM-FISH-0022724.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4631,JFBM-FISH-0016117.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4632,JFBM-FISH-0037693.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4633,JFBM-FISH-0016949.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4634,JFBM-FISH-0022725.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4635,JFBM-FISH-0037779.jpg,Cottus ,Cottidae,JFBM,Cottus carolinae,Cottus carolinae
4636,JFBM-FISH-0022726.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4637,JFBM-FISH-0022727.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4638,JFBM-FISH-0016953.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4639,JFBM-FISH-0016955.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4640,JFBM-FISH-0022740.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4641,JFBM-FISH-0017283.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4642,JFBM-FISH-0017284.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4643,JFBM-FISH-0017722.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4644,JFBM-FISH-0029098.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4645,JFBM-FISH-0022728.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4646,JFBM-FISH-0022729.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4647,JFBM-FISH-0022730.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4648,JFBM-FISH-0022731.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4649,JFBM-FISH-0022732.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4650,JFBM-FISH-0022733.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4651,JFBM-FISH-0022734.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4652,JFBM-FISH-0029209.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4653,JFBM-FISH-0029474.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4654,JFBM-FISH-0029849.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4655,JFBM-FISH-0030004.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4656,JFBM-FISH-0022735.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4657,JFBM-FISH-0022741.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4658,JFBM-FISH-0022736.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4659,JFBM-FISH-0022737.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4660,JFBM-FISH-0022738.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4661,JFBM-FISH-0030010.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4662,JFBM-FISH-0030021.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4663,JFBM-FISH-0022742.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4664,JFBM-FISH-0022739.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4665,JFBM-FISH-0030022.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4666,JFBM-FISH-0022743.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4667,JFBM-FISH-0030024.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4668,JFBM-FISH-0043879.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4669,JFBM-FISH-0043898.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4670,JFBM-FISH-0030028.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4671,JFBM-FISH-0030034.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4672,JFBM-FISH-0030043.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4673,JFBM-FISH-0043899.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4674,JFBM-FISH-0043900.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4675,JFBM-FISH-0030044.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4676,JFBM-FISH-0022744.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4677,JFBM-FISH-0030047.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4678,JFBM-FISH-0030050.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4679,JFBM-FISH-0043902.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4680,JFBM-FISH-0043905.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4681,JFBM-FISH-0043920.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4682,JFBM-FISH-0043968.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4683,JFBM-FISH-0030125.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4684,JFBM-FISH-0022938.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4685,JFBM-FISH-0045792.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4686,JFBM-FISH-0030143.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4687,JFBM-FISH-0022988.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4688,JFBM-FISH-0030145.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4689,JFBM-FISH-0045794.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4690,JFBM-FISH-0045795.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4691,JFBM-FISH-0023394.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4692,JFBM-FISH-0045849.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4693,JFBM-FISH-0030146.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4694,JFBM-FISH-0023527.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4695,JFBM-FISH-0030262.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4696,JFBM-FISH-0030266.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4697,JFBM-FISH-0030547.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4698,JFBM-FISH-0030728.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4699,JFBM-FISH-0034825.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4700,JFBM-FISH-0046443.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4701,JFBM-FISH-0046691.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4702,JFBM-FISH-0046693.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4703,JFBM-FISH-0046888.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4704,JFBM-FISH-0046922.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4705,JFBM-FISH-0047478.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4706,JFBM-FISH-0035173.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4707,JFBM-FISH-0023528.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4708,JFBM-FISH-0035407.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4709,JFBM-FISH-0038096.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4710,JFBM-FISH-0047479.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4711,JFBM-FISH-0047486.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4712,JFBM-FISH-0047488.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4713,JFBM-FISH-0047494.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4714,JFBM-FISH-0042577.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4715,JFBM-FISH-0023925.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4716,JFBM-FISH-0047548.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4717,JFBM-FISH-0047495.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4718,JFBM-FISH-0047531.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4719,JFBM-FISH-0023963.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4720,JFBM-FISH-0047539.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4721,JFBM-FISH-0047541.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4722,JFBM-FISH-0047546.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4723,JFBM-FISH-0048185.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4724,JFBM-FISH-0019493.jpg,Cottus ,Cottidae,JFBM,Cottus confusus,Cottus confusus
4725,JFBM-FISH-0046523.jpg,Cottus ,Cottidae,JFBM,Cottus confusus,Cottus confusus
4726,JFBM-FISH-0046542.jpg,Cottus ,Cottidae,JFBM,Cottus confusus,Cottus confusus
4727,JFBM-FISH-0046584.jpg,Cottus ,Cottidae,JFBM,Cottus confusus,Cottus confusus
4728,JFBM-FISH-0046501.jpg,Cottus ,Cottidae,JFBM,Cottus perplexus,Cottus perplexus
4729,JFBM-FISH-0023968.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4730,JFBM-FISH-0046506.jpg,Cottus ,Cottidae,JFBM,Cottus perplexus,Cottus perplexus
4731,JFBM-FISH-0046507.jpg,Cottus ,Cottidae,JFBM,Cottus perplexus,Cottus perplexus
4732,JFBM-FISH-0046595.jpg,Cottus ,Cottidae,JFBM,Cottus confusus,Cottus confusus
4733,JFBM-FISH-0046596.jpg,Cottus ,Cottidae,JFBM,Cottus confusus,Cottus confusus
4734,JFBM-FISH-0046600.jpg,Cottus ,Cottidae,JFBM,Cottus confusus,Cottus confusus
4735,JFBM-FISH-0018426.jpg,Cottus ,Cottidae,JFBM,Cottus greenei,Cottus greenei
4736,JFBM-FISH-0046508.jpg,Cottus ,Cottidae,JFBM,Cottus perplexus,Cottus perplexus
4737,JFBM-FISH-0046511.jpg,Cottus ,Cottidae,JFBM,Cottus perplexus,Cottus perplexus
4738,JFBM-FISH-0023969.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4739,JFBM-FISH-0046512.jpg,Cottus ,Cottidae,JFBM,Cottus perplexus,Cottus perplexus
4740,JFBM-FISH-0017300.jpg,Cottus ,Cottidae,JFBM,Cottus gulosus,Cottus gulosus
4741,JFBM-FISH-0024622.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4742,JFBM-FISH-0046516.jpg,Cottus ,Cottidae,JFBM,Cottus gulosus,Cottus gulosus
4743,JFBM-FISH-0046513.jpg,Cottus ,Cottidae,JFBM,Cottus perplexus,Cottus perplexus
4744,JFBM-FISH-0046518.jpg,Cottus ,Cottidae,JFBM,Cottus perplexus,Cottus perplexus
4745,JFBM-FISH-0046526.jpg,Cottus ,Cottidae,JFBM,Cottus gulosus,Cottus gulosus
4746,JFBM-FISH-0046519.jpg,Cottus ,Cottidae,JFBM,Cottus perplexus,Cottus perplexus
4747,JFBM-FISH-0046520.jpg,Cottus ,Cottidae,JFBM,Cottus perplexus,Cottus perplexus
4748,JFBM-FISH-0046528.jpg,Cottus ,Cottidae,JFBM,Cottus gulosus,Cottus gulosus
4749,JFBM-FISH-0046532.jpg,Cottus ,Cottidae,JFBM,Cottus gulosus,Cottus gulosus
4750,JFBM-FISH-0024709.jpg,Cottus ,Cottidae,JFBM,Cottus cognatus,Cottus cognatus
4751,JFBM-FISH-0046594.jpg,Cottus ,Cottidae,JFBM,Cottus gulosus,Cottus gulosus
4752,JFBM-FISH-0038022.jpg,Cottus ,Cottidae,JFBM,Cottus hypselurus,Cottus hypselurus
4753,JFBM-FISH-0042632.jpg,Cottus ,Cottidae,JFBM,Cottus hypselurus,Cottus hypselurus
